sneakers_ref,img_url2,title,color,brand,img_url
VA38EMUKV,https://assets.caliroots.com/images/494539/original.jpg,Vans - Authentic,Vert,Vans,https://assets.caliroots.com/images/494533/original.jpg
VA38COUHO,https://assets.caliroots.com/images/494514/original.jpg,Vans - Gilbert Crockett 2 Pro,Marron,Vans,https://assets.caliroots.com/images/494507/original.jpg
VA3MV8ULX,https://assets.caliroots.com/images/494373/original.jpg,Vans - Sk8-Mid Reissue,Multicolore,Vans,https://assets.caliroots.com/images/494367/original.jpg
VA3MTIUHB,https://assets.caliroots.com/images/494366/original.jpg,Vans - Chima Pro 2,,Vans,https://assets.caliroots.com/images/494358/original.jpg
VA3JF21UV,https://assets.caliroots.com/images/494357/original.jpg,Vans - Court Icon,Gris,Vans,https://assets.caliroots.com/images/494351/original.jpg
S20878-WW001,https://assets.caliroots.com/images/493899/original.jpg,Champion - Zone Mid,Blanc,Champion,https://assets.caliroots.com/images/493904/original.jpg
F36045,https://assets.caliroots.com/images/493624/original.jpg,Hender Scheme - X Adidas Originals Zx 500 Rm Mt,Kaki,Hender Scheme,https://assets.caliroots.com/images/493618/original.jpg
F36044,https://assets.caliroots.com/images/493616/original.jpg,Hender Scheme - X Adidas Originals Zx 500 Rm Fl,Kaki,Hender Scheme,https://assets.caliroots.com/images/493609/original.jpg
3020657-005,https://assets.caliroots.com/images/493141/original.jpg,Under Armour - Curry 5,Noir,Under Armour,https://assets.caliroots.com/images/493139/original.jpg
AT2865-002,https://assets.caliroots.com/images/493069/original.jpg,Nike - Air Max 95 Og,Noir,Nike,https://assets.caliroots.com/images/493066/original.jpg
B37874,https://assets.caliroots.com/images/492985/original.jpg,adidas Originals - Forum Lo Decon,Noir,adidas Originals,https://assets.caliroots.com/images/492979/original.jpg
WX608RW1,https://assets.caliroots.com/images/492540/original.jpg,New Balance - Wx608rw1,Blanc,New Balance,https://assets.caliroots.com/images/492544/original.jpg
WX608RB1,https://assets.caliroots.com/images/492527/original.jpg,New Balance - Wx608rb1,Blanc,New Balance,https://assets.caliroots.com/images/492526/original.jpg
MX608WT,https://assets.caliroots.com/images/492461/original.jpg,New Balance - Mx608wt,Blanc,New Balance,https://assets.caliroots.com/images/492464/original.jpg
1010262-25Y,https://assets.caliroots.com/images/491308/original.jpg,Fila - Disruptor Low,Noir,Fila,https://assets.caliroots.com/images/491313/original.jpg
369449-01,https://assets.caliroots.com/images/491033/original.jpg,Puma - Rs-X Toys,Noir,Puma,https://assets.caliroots.com/images/491030/original.jpg
AQ2771-001,https://assets.caliroots.com/images/491015/original.jpg,Nike - Air Force 1 Sage High,Noir,Nike,https://assets.caliroots.com/images/491011/original.jpg
AJ8299-300,https://assets.caliroots.com/images/490831/original.jpg,Nike - W Outburst Se,Multicolore,Nike,https://assets.caliroots.com/images/490979/original.jpg
881101-602,https://assets.caliroots.com/images/490953/original.jpg,Nike - Wmns Air Max 1 Se,Rose,Nike,https://assets.caliroots.com/images/490951/original.jpg
857872-800,https://assets.caliroots.com/images/490948/original.jpg,Nike - Wmns Sf Air Force 1,Rose,Nike,https://assets.caliroots.com/images/490940/original.jpg
163861C,https://assets.caliroots.com/images/490838/original.jpg,Cons Skate - Pro Leather Mid,Noir,Cons Skate,https://assets.caliroots.com/images/490834/original.jpg
CM8603,https://assets.caliroots.com/images/490437/original.jpg,adidas Originals - Stan Smith W,Rose,adidas Originals,https://assets.caliroots.com/images/490431/original.jpg
6915-022,https://assets.caliroots.com/images/489797/original.jpg,Hi-Tec - Hts Flash Adv Racer,Noir,Hi-Tec,https://assets.caliroots.com/images/489790/original.jpg
6494-011,https://assets.caliroots.com/images/489773/original.jpg,Hi-Tec - Hts Flash Hike Rgs,Blanc,Hi-Tec,https://assets.caliroots.com/images/489766/original.jpg
501159886-C7744,https://assets.caliroots.com/images/489748/original.jpg,Diadora - Camaro,Rouge,Diadora,https://assets.caliroots.com/images/489746/original.jpg
17404941,https://assets.caliroots.com/images/489741/original.jpg,Diadora - N9000 Speckled,Vert,Diadora,https://assets.caliroots.com/images/489735/original.jpg
501173692-65172,https://assets.caliroots.com/images/489718/original.jpg,Diadora - N9002 Made In Italy,Bleu,Diadora,https://assets.caliroots.com/images/489712/original.jpg
501173079-C1813,https://assets.caliroots.com/images/489701/original.jpg,Diadora - Rebound Ace,Bleu,Diadora,https://assets.caliroots.com/images/489695/original.jpg
CG7169,https://assets.caliroots.com/images/489646/original.jpg,adidas x UNDFTD - Adizero Xt Boost,Gris,adidas x UNDFTD,https://assets.caliroots.com/images/489638/original.jpg
BC0470,https://assets.caliroots.com/images/489600/original.jpg,adidas x UNDFTD - Adizero Adios 3,Gris,adidas x UNDFTD,https://assets.caliroots.com/images/489592/original.jpg
366917-02,https://assets.caliroots.com/images/488288/original.jpg,Puma - Avid Repellent,Marron,Puma,https://assets.caliroots.com/images/488286/original.jpg
367850-01,https://assets.caliroots.com/images/488273/original.jpg,Puma - Basket Platform Euphoria Metal Wmns,Blanc,Puma,https://assets.caliroots.com/images/488270/original.jpg
D96699,https://assets.caliroots.com/images/488247/original.jpg,adidas Originals - Falcon W,Gris,adidas Originals,https://assets.caliroots.com/images/488249/original.jpg
325213-137,https://assets.caliroots.com/images/488235/original.jpg,Nike - Wmns Air Max 90,Blanc,Nike,https://assets.caliroots.com/images/488231/original.jpg
366334-01,https://assets.caliroots.com/images/487806/original.jpg,Puma - X Staple Suede Classic Pigeon,Gris,Puma,https://assets.caliroots.com/images/487800/original.jpg
367715-01,https://assets.caliroots.com/images/487793/original.jpg,Puma - Breaker Hi Gum,Noir,Puma,https://assets.caliroots.com/images/487792/original.jpg
363073-16,https://assets.caliroots.com/images/487767/original.jpg,Puma - Basket Heart Patent Wmns,Rose,Puma,https://assets.caliroots.com/images/487769/original.jpg
362714-05,https://assets.caliroots.com/images/487757/original.jpg,Puma - Suede Heart Satin Wmns,Rose,Puma,https://assets.caliroots.com/images/487761/original.jpg
BQ6524-001,https://assets.caliroots.com/images/487882/original.jpg,Nike - Air Max 97 Se Reflective,Noir,Nike,https://assets.caliroots.com/images/487718/original.jpg
AQ3120-003,https://assets.caliroots.com/images/487409/original.jpg,Nike - Air Span Ii Se,Gris,Nike,https://assets.caliroots.com/images/487406/original.jpg
AO1569-001,https://assets.caliroots.com/images/487386/original.jpg,Nike - Air Max 270 Futura,Noir,Nike,https://assets.caliroots.com/images/487384/original.jpg
AH9613-002,https://assets.caliroots.com/images/487182/original.jpg,Nike SB - Zoom Dunk High Pro Qs,Noir,Nike SB,https://assets.caliroots.com/images/487176/original.jpg
BQ4567-100,https://assets.caliroots.com/images/486966/original.jpg,Nike - Air Max 97,Blanc,Nike,https://assets.caliroots.com/images/486964/original.jpg
M990BB4,https://assets.caliroots.com/images/486944/original.jpg,New Balance - M990bb4,Noir,New Balance,https://assets.caliroots.com/images/486950/original.jpg
AV4789-200,https://assets.caliroots.com/images/486933/original.jpg,Nike - M2k Tekno,Marron,Nike,https://assets.caliroots.com/images/486929/original.jpg
1010482-25Y,https://assets.caliroots.com/images/486871/original.jpg,Fila - Wmn Trailblazer L,Noir,Fila,https://assets.caliroots.com/images/486874/original.jpg
1010487-25Y,https://assets.caliroots.com/images/486862/original.jpg,Fila - Trailblazer L,Noir,Fila,https://assets.caliroots.com/images/486866/original.jpg
1010437-70W,https://assets.caliroots.com/images/486858/original.jpg,Fila - Wmn Disruptor Satin Low,Violet,Fila,https://assets.caliroots.com/images/486857/original.jpg
1010443-25Y,https://assets.caliroots.com/images/486850/original.jpg,Fila - Wmn Disruptor Hiker Low,Noir,Fila,https://assets.caliroots.com/images/486849/original.jpg
1010441-25Y,https://assets.caliroots.com/images/486838/original.jpg,Fila - Wmn Disruptor M Low,Noir,Fila,https://assets.caliroots.com/images/486841/original.jpg
CN5479,https://assets.caliroots.com/images/486364/original.jpg,Reebok - Opus Fractional,Gris,Reebok,https://assets.caliroots.com/images/486359/original.jpg
366599-04,https://assets.caliroots.com/images/486347/original.jpg,Puma - Breaker Hi,Vert,Puma,https://assets.caliroots.com/images/486343/original.jpg
365942-10,https://assets.caliroots.com/images/486327/original.jpg,Puma - Suede 90681,Bleu,Puma,https://assets.caliroots.com/images/486326/original.jpg
363829-06,https://assets.caliroots.com/images/486309/original.jpg,Puma - Basket Classic Weatherproof,Gris,Puma,https://assets.caliroots.com/images/486315/original.jpg
161482C,https://assets.caliroots.com/images/486295/original.jpg,Converse - Chuck Taylor 70 Hi,Kaki,Converse,https://assets.caliroots.com/images/486299/original.jpg
3021085-201,https://assets.caliroots.com/images/486372/original.jpg,Under Armour - Forge 96,Blanc,Under Armour,https://assets.caliroots.com/images/486058/original.jpg
AJ7748-400,https://assets.caliroots.com/images/485877/original.jpg,Nike - Air Force 1 ´07 Lv8 Sport,Bleu,Nike,https://assets.caliroots.com/images/485879/original.jpg
AJ1285-012,https://assets.caliroots.com/images/485844/original.jpg,Nike - Air Max ´90 Essential Shoe,Gris,Nike,https://assets.caliroots.com/images/485845/original.jpg
924447-004,https://assets.caliroots.com/images/485824/original.jpg,Nike - Air Max 90 Ultra 2.0 Ltr,Gris,Nike,https://assets.caliroots.com/images/485820/original.jpg
704830-603,https://assets.caliroots.com/images/485813/original.jpg,Nike - Air Huarache Run Premium,Violet,Nike,https://assets.caliroots.com/images/485808/original.jpg
371740-012,https://assets.caliroots.com/images/485800/original.jpg,Nike - Air Safari,Gris,Nike,https://assets.caliroots.com/images/485804/original.jpg
366332-02,https://assets.caliroots.com/images/485401/original.jpg,Puma - X Pepsi Suede Classic,Noir,Puma,https://assets.caliroots.com/images/485404/original.jpg
B42234,https://assets.caliroots.com/images/485309/original.jpg,adidas Originals - Swift Run Barrier,Vert,adidas Originals,https://assets.caliroots.com/images/485307/original.jpg
B37457,https://assets.caliroots.com/images/485301/original.jpg,adidas Originals - Eqt Support Mid Adv,Violet,adidas Originals,https://assets.caliroots.com/images/485300/original.jpg
CN3949,https://assets.caliroots.com/images/484965/original.jpg,Reebok - Cl Leather Mid Ripple Gtx,Noir,Reebok,https://assets.caliroots.com/images/484964/original.jpg
367416-01,https://assets.caliroots.com/images/484951/original.jpg,Puma - X Big Sean Breaker,Vert,Puma,https://assets.caliroots.com/images/484946/original.jpg
367415-01,https://assets.caliroots.com/images/484934/original.jpg,Puma - X Big Sean Clyde,Gris,Puma,https://assets.caliroots.com/images/484937/original.jpg
367407-01,https://assets.caliroots.com/images/484926/original.jpg,Puma - X Big Sean Suede Peach,Noir,Puma,https://assets.caliroots.com/images/484928/original.jpg
AJ7408-200,https://assets.caliroots.com/images/484907/original.jpg,Nike - Air Force 1 ´07 Premier,Marron,Nike,https://assets.caliroots.com/images/484911/original.jpg
525317-700,https://assets.caliroots.com/images/484900/original.jpg,Nike - Air Force 1 High ´07 Premium,Kaki,Nike,https://assets.caliroots.com/images/484901/original.jpg
DJ3571-1,https://assets.caliroots.com/images/484582/original.jpg,adidas Skateboarding - X Alltimers Chinos,Bleu,adidas Skateboarding,https://assets.caliroots.com/images/484581/original.jpg
CN5775,https://assets.caliroots.com/images/484361/original.jpg,Reebok - Club C Fvs Gum Update,Vert,Reebok,https://assets.caliroots.com/images/484360/original.jpg
CN4409,https://assets.caliroots.com/images/484347/original.jpg,Reebok - Sock Run_R,Noir,Reebok,https://assets.caliroots.com/images/484345/original.jpg
B37067,https://assets.caliroots.com/images/483751/original.jpg,adidas Originals - W Sambarose,Noir,adidas Originals,https://assets.caliroots.com/images/483749/original.jpg
B44640,https://assets.caliroots.com/images/483703/original.jpg,adidas Originals - Bw Army,Rouge,adidas Originals,https://assets.caliroots.com/images/483700/original.jpg
AQ1109,https://assets.caliroots.com/images/483660/original.jpg,adidas Originals - F/2 Tr Primeknit,Noir,adidas Originals,https://assets.caliroots.com/images/483658/original.jpg
AQ1043,https://assets.caliroots.com/images/483650/original.jpg,adidas Originals - Eqt Support Adv,Noir,adidas Originals,https://assets.caliroots.com/images/483652/original.jpg
CN3856,https://assets.caliroots.com/images/483389/original.jpg,Reebok - X Montana Cans Phase 1 Pro Mu,Blanc,Reebok,https://assets.caliroots.com/images/483384/original.jpg
ADYS100476-BDWB,https://assets.caliroots.com/images/483345/original.jpg,DC Shoes - Legacy Og,,DC Shoes,https://assets.caliroots.com/images/483343/original.jpg
1141-1236,https://assets.caliroots.com/images/483330/original.jpg,Osiris - D3 2001,Noir,Osiris,https://assets.caliroots.com/images/483326/original.jpg
27506,https://assets.caliroots.com/images/483015/original.jpg,Axel Arigato - Detailed Platform Sneaker,Gris,Axel Arigato,https://assets.caliroots.com/images/483021/original.jpg
27103-WHTRED,https://assets.caliroots.com/images/483000/original.jpg,Axel Arigato - Dunk,Blanc,Axel Arigato,https://assets.caliroots.com/images/483001/original.jpg
26034-BLK,https://assets.caliroots.com/images/482981/original.jpg,Axel Arigato - Cap-Toe Suede,Noir,Axel Arigato,https://assets.caliroots.com/images/482976/original.jpg
162557C,https://assets.caliroots.com/images/482570/original.jpg,Converse - Fastbreak Mid,Blanc,Converse,https://assets.caliroots.com/images/482573/original.jpg
V0097MU2A,https://assets.caliroots.com/images/482493/original.jpg,Vans - Slip-On Pro,Vert,Vans,https://assets.caliroots.com/images/482499/original.jpg
V00VFBU1K,https://assets.caliroots.com/images/482481/original.jpg,Vans - Era Pro,Vert,Vans,https://assets.caliroots.com/images/482482/original.jpg
B22734,https://assets.caliroots.com/images/482455/original.jpg,adidas Skateboarding - 3St.002 Pk,Bleu,adidas Skateboarding,https://assets.caliroots.com/images/482451/original.jpg
501170595-C4701,https://assets.caliroots.com/images/482084/original.jpg,Diadora - B.Elite,Blanc,Diadora,https://assets.caliroots.com/images/482088/original.jpg
O875844-701,https://assets.caliroots.com/images/481936/original.jpg,Nike - Air Max 1 Premium,Kaki,Nike,https://assets.caliroots.com/images/481932/original.jpg
858876-002,https://assets.caliroots.com/images/481922/original.jpg,Nike - Air Max 1 Premium Se,Gris,Nike,https://assets.caliroots.com/images/481927/original.jpg
S70404-9,https://assets.caliroots.com/images/481254/original.jpg,Saucony - Shadow 5000 Vintage,Bleu,Saucony,https://assets.caliroots.com/images/481253/original.jpg
S10533-KK001,https://assets.caliroots.com/images/481187/original.jpg,Champion - Low Cut Shoe Court Club Patch,Noir,Champion,https://assets.caliroots.com/images/481188/original.jpg
1011A005-100,https://assets.caliroots.com/images/480698/original.jpg,Asics - Sortie Japan Seiha 2,Blanc,Asics,https://assets.caliroots.com/images/480699/original.jpg
ADYS100425-BGYB,https://assets.caliroots.com/images/479984/original.jpg,DC Shoes - Lynx Og,Multicolore,DC Shoes,https://assets.caliroots.com/images/479980/original.jpg
1191A072-400,https://assets.caliroots.com/images/479972/original.jpg,Asics - X You Must Create Gel-Lyte Xt,Bleu,Asics,https://assets.caliroots.com/images/479973/original.jpg
1010249-1FG,https://assets.caliroots.com/images/479699/original.jpg,Fila - Heritage Grunge L Mid,Blanc,Fila,https://assets.caliroots.com/images/479401/original.jpg
OG-073MAIM-MID,https://assets.caliroots.com/images/479363/original.jpg,Aimé Leon Dore - X Suicoke Ron-Maim-Mid,Multicolore,Aimé Leon Dore,https://assets.caliroots.com/images/479361/original.jpg
554724-064,https://assets.caliroots.com/images/479345/original.jpg,Jordan - Air Jordan 1 Mid,Noir,Jordan,https://assets.caliroots.com/images/479347/original.jpg
D96648,https://assets.caliroots.com/images/479120/original.jpg,adidas Originals - Swift Run W,Noir,adidas Originals,https://assets.caliroots.com/images/479117/original.jpg
B37815,https://assets.caliroots.com/images/479085/original.jpg,adidas Originals - Superstar Boot W,Gris,adidas Originals,https://assets.caliroots.com/images/479080/original.jpg
B42229,https://assets.caliroots.com/images/479056/original.jpg,adidas Originals - Jeans,Gris,adidas Originals,https://assets.caliroots.com/images/479053/original.jpg
D98000,https://assets.caliroots.com/images/479040/original.jpg,adidas Originals - Superstar,Blanc,adidas Originals,https://assets.caliroots.com/images/479039/original.jpg
B37903,https://assets.caliroots.com/images/478975/original.jpg,#NOM ?,Blanc,,https://assets.caliroots.com/images/478977/original.jpg
B37641,https://assets.caliroots.com/images/478903/original.jpg,adidas Originals - Nmd_Racer Pk,Jaune,adidas Originals,https://assets.caliroots.com/images/478901/original.jpg
AQ0417,https://assets.caliroots.com/images/478875/original.jpg,adidas Originals - Adizero Prime Ltd,Blanc,adidas Originals,https://assets.caliroots.com/images/478870/original.jpg
B37660,https://assets.caliroots.com/images/478695/original.jpg,adidas Originals - Prophere W,Noir,adidas Originals,https://assets.caliroots.com/images/478700/original.jpg
366989-02,https://assets.caliroots.com/images/478177/original.jpg,Puma - Breaker Hi Blocked,Noir,Puma,https://assets.caliroots.com/images/478173/original.jpg
366884-01,https://assets.caliroots.com/images/478161/original.jpg,Puma - Rs-0 Optic,Argent,Puma,https://assets.caliroots.com/images/478157/original.jpg
366679-03,https://assets.caliroots.com/images/478153/original.jpg,Puma - Te-Ku Prime,Marron,Puma,https://assets.caliroots.com/images/478150/original.jpg
634835-012,https://assets.caliroots.com/images/478137/original.jpg,Nike - Wmns Air Huarache Run,Noir,Nike,https://assets.caliroots.com/images/478132/original.jpg
307960-020,https://assets.caliroots.com/images/478120/original.jpg,Nike - Wmns Air Max 95,Noir,Nike,https://assets.caliroots.com/images/478116/original.jpg
B37149,https://assets.caliroots.com/images/478080/original.jpg,adidas Originals - Campus W,Gris,adidas Originals,https://assets.caliroots.com/images/478076/original.jpg
369155-01,https://assets.caliroots.com/images/477572/original.jpg,Puma - Cali Wns,Blanc,Puma,https://assets.caliroots.com/images/477570/original.jpg
191767-01,https://assets.caliroots.com/images/477562/original.jpg,Puma - X Selena Gomez Defy Wmns,Gris,Puma,https://assets.caliroots.com/images/477565/original.jpg
368055-01,https://assets.caliroots.com/images/477469/original.jpg,Puma - X Emory Jones Clyde,Blanc,Puma,https://assets.caliroots.com/images/477472/original.jpg
368053-01,https://assets.caliroots.com/images/477463/original.jpg,Puma - X Emory Jones Rs-0,Blanc,Puma,https://assets.caliroots.com/images/477461/original.jpg
CN3956,https://assets.caliroots.com/images/476830/original.jpg,Reebok - 3D Op. Pro,Noir,Reebok,https://assets.caliroots.com/images/476826/original.jpg
367516-02,https://assets.caliroots.com/images/476797/original.jpg,Puma - Thunder,Blanc,Puma,https://assets.caliroots.com/images/476799/original.jpg
AR1575-779,https://assets.caliroots.com/images/476793/original.jpg,Nike SB - Zoom Janoski Premium,Marron,Nike SB,https://assets.caliroots.com/images/476789/original.jpg
368054-01,https://assets.caliroots.com/images/476351/original.jpg,Puma - X Emory Jones Rs-100,Blanc,Puma,https://assets.caliroots.com/images/476354/original.jpg
319986-039,https://assets.caliroots.com/images/475776/original.jpg,Nike - Wmns Air Max 1,Noir,Nike,https://assets.caliroots.com/images/475773/original.jpg
314996-404,https://assets.caliroots.com/images/475722/original.jpg,Nike - Air Foamposite 1,Bleu,Nike,https://assets.caliroots.com/images/475720/original.jpg
BQ6817-002,https://assets.caliroots.com/images/475478/original.jpg,Nike SB - Dunk Low Pro,Noir,Nike SB,https://assets.caliroots.com/images/475475/original.jpg
AO1551-002,https://assets.caliroots.com/images/475441/original.jpg,Nike - Air Skylon Ii,Noir,Nike,https://assets.caliroots.com/images/475442/original.jpg
AJ2998-004,https://assets.caliroots.com/images/475399/original.jpg,Nike - Air More Money,Noir,Nike,https://assets.caliroots.com/images/475400/original.jpg
AH8047-403,https://assets.caliroots.com/images/475383/original.jpg,Nike - Air Span Ii,Bleu,Nike,https://assets.caliroots.com/images/475385/original.jpg
AH3366-003,https://assets.caliroots.com/images/475365/original.jpg,Nike SB - Zoom Blazer Chukka Xt,Gris,Nike SB,https://assets.caliroots.com/images/475364/original.jpg
AA1117-300,https://assets.caliroots.com/images/475328/original.jpg,Nike - Air Force 1 ´07 Lv8 Suede,Vert,Nike,https://assets.caliroots.com/images/475329/original.jpg
924447-003,https://assets.caliroots.com/images/475319/original.jpg,Nike - Air Max 90 Ultra 2.0 Leather,Noir,Nike,https://assets.caliroots.com/images/475322/original.jpg
844447-008,https://assets.caliroots.com/images/475282/original.jpg,Nike SB - Koston Hypervulc,Noir,Nike SB,https://assets.caliroots.com/images/475279/original.jpg
833564-008,https://assets.caliroots.com/images/475270/original.jpg,Nike SB - Zoom Janoski Slip On,Noir,Nike SB,https://assets.caliroots.com/images/475277/original.jpg
749571-002,https://assets.caliroots.com/images/475263/original.jpg,Nike - Classic Cortez Leather,Noir,Nike,https://assets.caliroots.com/images/475265/original.jpg
163013C,https://assets.caliroots.com/images/474672/original.jpg,Converse - X Undercover Chuck 70 Ox,Blanc,Converse,https://assets.caliroots.com/images/474673/original.jpg
163012C,https://assets.caliroots.com/images/474666/original.jpg,Undercover - X Undercover Chuck 70 Ox,Rouge,Undercover,https://assets.caliroots.com/images/474667/original.jpg
942237-112,https://assets.caliroots.com/images/474559/original.jpg,Nike SB - Delta Force Vulc,Blanc,Nike SB,https://assets.caliroots.com/images/474564/original.jpg
1013A014-400,https://assets.caliroots.com/images/474538/original.jpg,Asics - X Harmony Gel-Venture 6,Bleu,Asics,https://assets.caliroots.com/images/474532/original.jpg
921304-800,https://assets.caliroots.com/images/473664/original.jpg,Nike - Wmns Air Max 90 Leather,Rose,Nike,https://assets.caliroots.com/images/473667/original.jpg
CN3861,https://assets.caliroots.com/images/473174/original.jpg,Reebok - Club Workout Mu,Multicolore,Reebok,https://assets.caliroots.com/images/473175/original.jpg
CN3874,https://assets.caliroots.com/images/473168/original.jpg,Reebok - Classic Leather Ripple M,Kaki,Reebok,https://assets.caliroots.com/images/473163/original.jpg
CN3873,https://assets.caliroots.com/images/473157/original.jpg,Reebok - Cl Leather Ripple M,Vert,Reebok,https://assets.caliroots.com/images/473152/original.jpg
CN3867,https://assets.caliroots.com/images/473135/original.jpg,Reebok - Club C 85 Mu,Multicolore,Reebok,https://assets.caliroots.com/images/473138/original.jpg
CN3715,https://assets.caliroots.com/images/473094/original.jpg,Reebok - Instapump Fury Og Ultk,Noir,Reebok,https://assets.caliroots.com/images/473098/original.jpg
F34266,https://assets.caliroots.com/images/473045/original.jpg,adidas by Raf Simons - Ozweego,Vert,adidas by Raf Simons,https://assets.caliroots.com/images/473041/original.jpg
F34269,https://assets.caliroots.com/images/473032/original.jpg,adidas by Raf Simons - Stan Smith,Rose,adidas by Raf Simons,https://assets.caliroots.com/images/473035/original.jpg
AV3735-001,https://assets.caliroots.com/images/472916/original.jpg,Nike - Air Max 1,Gris,Nike,https://assets.caliroots.com/images/472911/original.jpg
B96502,https://assets.caliroots.com/images/472223/original.jpg,adidas Originals - W Arkyn,Noir,adidas Originals,https://assets.caliroots.com/images/472219/original.jpg
367187-01,https://assets.caliroots.com/images/471951/original.jpg,Puma - X Han Avid,Blanc,Puma,https://assets.caliroots.com/images/471967/original.jpg
367185-02,https://assets.caliroots.com/images/471942/original.jpg,Puma - X Han Basket,Gris,Puma,https://assets.caliroots.com/images/471940/original.jpg
B96261,https://assets.caliroots.com/images/471902/original.jpg,adidas Skateboarding - 3St.002,Noir,adidas Skateboarding,https://assets.caliroots.com/images/471898/original.jpg
367313-02,https://assets.caliroots.com/images/471874/original.jpg,Puma - X Han Trailfox Disc,Gris,Puma,https://assets.caliroots.com/images/471878/original.jpg
366305-01,https://assets.caliroots.com/images/471861/original.jpg,Puma - X Poggy Suede Classic,Bleu,Puma,https://assets.caliroots.com/images/471860/original.jpg
AO4540-102,https://assets.caliroots.com/images/471840/original.jpg,Nike - Wmns Air Skylon Ii,Blanc,Nike,https://assets.caliroots.com/images/471842/original.jpg
H704Y-001,https://assets.caliroots.com/images/471764/original.jpg,Asics - Gel-Ds Trainer Og,Noir,Asics,https://assets.caliroots.com/images/471768/original.jpg
D5K1L-200,https://assets.caliroots.com/images/471757/original.jpg,Asics - Gsm,Kaki,Asics,https://assets.caliroots.com/images/471758/original.jpg
1191A064-008,https://assets.caliroots.com/images/471748/original.jpg,Asics - X Monkeytime Gel-Mai,Noir,Asics,https://assets.caliroots.com/images/471750/original.jpg
368456-01,https://assets.caliroots.com/images/471205/original.jpg,Puma - X Polaroid Rs-100,Blanc,Puma,https://assets.caliroots.com/images/471214/original.jpg
B41480,https://assets.caliroots.com/images/471067/original.jpg,adidas Originals - Montreal 76,Vert,adidas Originals,https://assets.caliroots.com/images/471071/original.jpg
VA3TKQUCS,https://assets.caliroots.com/images/470351/original.jpg,Vans - Sk8-Mid Reissue Ghillie Mte,Kaki,Vans,https://assets.caliroots.com/images/470347/original.jpg
VA2XSBRK4,https://assets.caliroots.com/images/470334/original.jpg,Vans - Sk8-Hi Reissue,Multicolore,Vans,https://assets.caliroots.com/images/470331/original.jpg
VA2XSNUE8,https://assets.caliroots.com/images/470320/original.jpg,Vans - Uy Sk8-Hi Mte,Marron,Vans,https://assets.caliroots.com/images/470325/original.jpg
367814-03,https://assets.caliroots.com/images/470304/original.jpg,Puma - Suede Platform Trace Animal Wmns,Rose,Puma,https://assets.caliroots.com/images/470305/original.jpg
367996-02,https://assets.caliroots.com/images/470283/original.jpg,Puma - Thunder Electric,Gris,Puma,https://assets.caliroots.com/images/470286/original.jpg
367515-01,https://assets.caliroots.com/images/470271/original.jpg,Puma - Rs-0 Play,Blanc,Puma,https://assets.caliroots.com/images/470272/original.jpg
366321-01,https://assets.caliroots.com/images/470110/original.jpg,Puma - X Santa Cruz Suede Classic,Noir,Puma,https://assets.caliroots.com/images/470107/original.jpg
AO4537-002,https://assets.caliroots.com/images/470077/original.jpg,Nike - Air Vapormax Light Ii,Noir,Nike,https://assets.caliroots.com/images/470072/original.jpg
V00UDFUA1,https://assets.caliroots.com/images/469838/original.jpg,Vans Vault - Og Classic Slip On Lx,Rouge,Vans Vault,https://assets.caliroots.com/images/469834/original.jpg
AQ0603,https://assets.caliroots.com/images/469814/original.jpg,adidas Fotball - Predator Tango 18+,Noir,adidas Fotball,https://assets.caliroots.com/images/469810/original.jpg
AV8220-001,https://assets.caliroots.com/images/469266/original.jpg,Nike - W Air Max 97 Se,Noir,Nike,https://assets.caliroots.com/images/469265/original.jpg
700155-604,https://assets.caliroots.com/images/469237/original.jpg,Nike - Air Max ´90 Premium,Rouge,Nike,https://assets.caliroots.com/images/469239/original.jpg
538416-019,https://assets.caliroots.com/images/469217/original.jpg,Nike - Air Max 95 Premium,Vert,Nike,https://assets.caliroots.com/images/469221/original.jpg
VA3CXNSJH,https://assets.caliroots.com/images/468968/original.jpg,Vans Vault - X Wood Wood Og Era Lx,Blanc,Vans Vault,https://assets.caliroots.com/images/468972/original.jpg
CM8267,https://assets.caliroots.com/images/468882/original.jpg,adidas Originals - Ultra Boost Laceless,Gris,adidas Originals,https://assets.caliroots.com/images/468881/original.jpg
1191A125-200,https://assets.caliroots.com/images/468695/original.jpg,Asics - Gel-Saga,Blanc,Asics,https://assets.caliroots.com/images/468691/original.jpg
VA3DP55YC,https://assets.caliroots.com/images/468352/original.jpg,Vans Vault - Ultrarange Hi Gortex,Noir,Vans Vault,https://assets.caliroots.com/images/468359/original.jpg
V00UDFU9N,https://assets.caliroots.com/images/467786/original.jpg,Vans Vault - Og Classic Slip-On (Inside Out),Blanc,Vans Vault,https://assets.caliroots.com/images/467784/original.jpg
366330-01,https://assets.caliroots.com/images/467350/original.jpg,Puma - X Sonra Suede Classic,Vert,Puma,https://assets.caliroots.com/images/467357/original.jpg
367412-01,https://assets.caliroots.com/images/466488/original.jpg,Puma - X Big Sean Breaker Swan,Blanc,Puma,https://assets.caliroots.com/images/466492/original.jpg
AQ1272-400,https://assets.caliroots.com/images/466314/original.jpg,Nike - Wmns Air Max Deluxe,Bleu,Nike,https://assets.caliroots.com/images/466310/original.jpg
